Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment|topic0|topic1|topic2|topic3|topic4|topic5|topic6|topic7|topic8|topic9
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Overall|3.8|Guter Arbeitgeber mit Problemen in der FÃ¼hrungsriege|0.30845565|0.07564338|0.07869022|0.08740715|0.07329652|0.076932505|0.07858731|0.07303912|0.07416859|0.07377956
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|3|Je nach Bereich ist es eine gute AtmosphÃ¤re. Innerhalb der Teams gibt es meist eine gute Stimmung und auch privat unternimmt man gerne mal etwas gemeinsam. Leider tragen manche Vorgesetzte und HR zu einer Verschlechterung der ArbeitsatmosphÃ¤re bei. (teilweise) Beispiele dazu: - Starker Unterschied in der FÃ¼hrungsriege. Die meisten Vorgesetzten wissen wie man Mitarbeiter fÃ¼hrt und motiviert. Doch gibt es einige Beispiele, wie Vorgesetzte den Druck von oben 1:1 an die Mitarbeiter weitergeben und diese unter Druck setzen. Da ist dringender Nachschulungsbedarf. HR unterstÃ¼tzt dieses Verhalten gegenÃ¼ber Mitarbeitern und setzt gerne noch einmal einen oben drauf. Trotzdem gibt es sehr viele positive Beispiele und je nach Vorgesetztem und Team ist es einfach schÃ¶n hier zu arbeiten.|0.7659912|0.02133771|0.042938724|0.048969116|0.017457087|0.021558302|0.019602923|0.024942337|0.018279305|0.018923318
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|In meinem Team ist der Zusammenhalt sehr gut. Wir unternehmen auch privat etwas gemeinsam. Aber das hÃ¤ngt tatsÃ¤chlich sehr von dem Bereich und dem Team ab, in dem man arbeitet.|0.20910265|0.064318106|0.062259365|0.2952939|0.052048814|0.072299056|0.053892627|0.08346519|0.05451687|0.052803412
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Gleichberechtigung|5|Aus meiner Sicht vorhanden und gut umgesetzt. Es ist egal wer Du bist, Du musst die Leistung bringen und dann gibt es keinen Unterschied.|0.3112907|0.06917151|0.12744842|0.096893996|0.0604251|0.09256813|0.061324053|0.0671689|0.055541504|0.058167677
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|4|Der Altersdurchschnitt im Office ist recht jung. Bislang habe ich aber keine negativen Auswirkungen durch ein hÃ¶heres Alter mitbekommen.|0.06531011|0.07353363|0.058001306|0.06807707|0.32391837|0.06726523|0.06344863|0.067529194|0.082838856|0.1300776
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|Umweltbewusstsein kÃ¶nnte ein wenig besser sein, aber ist schon recht hohes Niveau. FÃ¼r mich fehlen jedoch Angebote wie eine Ladestation fÃ¼r Elektrofahrzeuge oder Company Bikes. Sozialbewusstsein ist vorhanden. Das Unternehmen unterstÃ¼tzt soziale Projekte und setzt sich (natÃ¼rlich im Namen des Sports) ein.|0.42966422|0.05124113|0.05775434|0.07118575|0.048036866|0.13102171|0.04231617|0.062589556|0.055454727|0.05073556
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Corona1|NA|SchutzmaÃŸnahmen sind zwar etwas spÃ¤t gekommen, aber dafÃ¼r umfangreich und top. WÃ¼sste nicht was da noch besser gehen sollte.|0.13421628|0.09059921|0.21478507|0.12403369|0.06850948|0.08441557|0.06953473|0.07561953|0.068302065|0.06998438
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Corona3|NA|Ein wenig mehr UnterstÃ¼tzung bei der Kinderbetreuung fÃ¼r meine Kollegen, welche Kinder haben. Zwar wird HomeOffice usw angeboten, aber man ist nur bedingt flexibel und muss sich hinterher gerne rechtfertigen, ob man auch die ganze Zeit was getan hat. Angeblich kontrolliert HR danach die Zeiten, die im System eingetragen wurden, aber das kann ich selbst nicht bestÃ¤tigen.|0.3413087|0.05085223|0.15384886|0.057478946|0.047659148|0.09923272|0.05201738|0.0674762|0.08128002|0.048845805
adidas ag|Handel|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Rieste gearbeitet.|Empfohlen|Work-Life-Balance|4|Home Office Generell in kleinem Rahmen mÃ¶glich. Die HÃ¼rden wurden aber in der letzten Zeit (vor Corona) hochgesetzt und stark limitiert. Flexible Arbeitszeiten Im Office vorhanden und in Ordnung. Ãœberstunden Fallen natÃ¼rlich immer mal wieder an. Abfeiern ist jedoch mittlerweile so stark geregelt, dass man ganze Tage nicht mehr nehmen soll. Man soll das abfeiern Ã¼ber einen frÃ¼heren Feierabend machen, was aber schwierig ist. Ich wÃ¼rde gerne ganze Tage frei nehmen, das ist aber stark limitiert. Dort schiebt HR gerne einen Riegel vor, auch wenn der Vorgesetzte es unterstÃ¼tzt.|0.19659543|0.028134907|0.26924855|0.25128818|0.030354435|0.03128471|0.028135449|0.09911208|0.03017527|0.03567106
adidas ag|Handel|April 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.4|Hometram|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|April 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona1|NA|Konstante Updates an Mitarbeiter|0.21259674|0.08401356|0.084179945|0.085371956|0.08204872|0.11260376|0.08632387|0.08502164|0.08322014|0.08461962
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|1.7|Nur ein Marketing-Package|0.096712105|0.096376255|0.101772755|0.099596694|0.101802245|0.098124325|0.095317475|0.099215075|0.10368906|0.10739399
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|"""Vertraue Niemandem!"" Informationen zirkulieren unkontrollierbar, werden verdreht und schlieÃŸlich vom Vorgesetzten an einen herangetragen."|0.23755099|0.08315581|0.07285321|0.085852794|0.07638282|0.11458486|0.07330713|0.10484431|0.074889146|0.0765789
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|1|"Fallweise gegeben, jedoch wird man schnell erkennen, dass mehr Ã¼ber Probleme geredet wird als wirklich LÃ¶sungen anzustoÃŸen. Auch hier gilt: ""Vertraue Niemandem!"""|0.0733643|0.05010697|0.051001582|0.50002986|0.048932746|0.06612329|0.052865703|0.052367855|0.05014981|0.05505788
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Wenn man nicht im Finanzbereich arbeitet, hat man es als Ãœ40 sehr schwer.|0.15778793|0.08785135|0.090864|0.12233995|0.08458904|0.08625063|0.08219775|0.10604479|0.08465817|0.09741639
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|3|Modethema|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Work-Life-Balance|1|Mitarbeiter sind nicht zuletzt durch das Zutun des neuen CEO bzw. des CFO zusehends demotiviert. Der familiÃ¤re Touch war einmal. Stellen werden nur sehr zÃ¶gerlich bzw. garnicht nachbesetzt - hoher Arbeitsdruck.|0.32822222|0.08995333|0.07838726|0.0894873|0.068825275|0.077372864|0.07276258|0.06303681|0.06541214|0.06654025
adidas ag|Handel|April 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Adidas in Uffenheim gearbeitet.|Empfohlen|Overall|3.8|Sehr zu Frieden!|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|April 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Adidas in Uffenheim gearbeitet.|Empfohlen|Corona3|NA|Desinfektionsmittel bei den Toiletten.|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.0|Auch nach Jahren zufrieden|0.115618154|0.1067047|0.08953206|0.12729828|0.0896847|0.08818393|0.09560556|0.10139592|0.09373069|0.09224598
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|5|Sehr angenehm im groÃŸen und ganzen.|0.1001071|0.11672703|0.103111796|0.10683647|0.092111476|0.0840655|0.08436686|0.14304745|0.08440728|0.085218996
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|War immer Teil eines super Teams, egal welche Position im Unternehmen|0.123062424|0.084765546|0.077852294|0.12921047|0.08161935|0.079028964|0.0787287|0.13807987|0.12945499|0.07819744
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|3|Noch nicht in allen Positionen und Abteilungen|0.087566406|0.09110415|0.13928263|0.14024682|0.0831434|0.11776064|0.08471418|0.08301242|0.0862113|0.08695801
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|3|Teilweise nicht zu rechtfertigen bzw. Nach zu vollziehen.|0.16821483|0.092613705|0.09195503|0.09105268|0.094250284|0.091709904|0.09374454|0.09176471|0.0929046|0.09178975
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona1|NA|Gute Kommunikation - ausgeweitetes Home Office bereits vor der StandortschlieÃŸung wegen Corona . Professionell gemanaged und transparent. Schnelle Anpassung der IT Infrastruktur- Lunchpakete kostenlos fÃ¼r die verbliebenden Anwesenden. Schnelles handeln um den Cashflow und somit langfristig ArbeitsplÃ¤tze zu sichern.|0.04336116|0.031722523|0.6775341|0.04698683|0.030048255|0.038519092|0.030812113|0.034762997|0.036209844|0.030043075
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona3|NA|Meiner Ansicht nach gut gemacht|0.18620728|0.08927745|0.10136858|0.100946315|0.091320425|0.088521056|0.091531456|0.087655805|0.08247495|0.08069673
adidas ag|Handel|April 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Work-Life-Balance|5|Voll kommen zufrieden- muss man sich auch entsprechend gestalten- funktioniert nicht immer|0.23273006|0.06828948|0.08120002|0.11660553|0.06941782|0.08356812|0.074155904|0.08976698|0.06360005|0.12066603
adidas ag|Handel|April 2020|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Rieste gearbeitet.|Empfohlen|Overall|4.2|Sehr gutes Management, das leider in der Presse nicht richtig dargestellt wird|0.11395202|0.10604911|0.21491656|0.085624374|0.071281694|0.089734|0.080192156|0.073003136|0.09160316|0.07364378
adidas ag|Handel|April 2020|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Rieste gearbeitet.|Empfohlen|Corona1|NA|Sehr gute VorsichtsmaÃŸnahmen, die teilweise sogar Ã¼ber Vorgaben des Gesundheitsamts hinausgehen.|0.09422524|0.08560951|0.09329502|0.10984046|0.0843026|0.19030553|0.08570182|0.08563475|0.08669681|0.084388226
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|Overall|1.6|Adidas Designer Outlet B5 Elstal Adidas = auÃŸen hui, innen pfui|0.081494115|0.085253656|0.086131684|0.08206858|0.08950942|0.085834645|0.089750096|0.16335103|0.13064253|0.10596423
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|Jeder denkt an sich. Die FÃ¼hrung ist permanent Ã¼berfordert mit allem. Es ging nie um das Leistungsprinzip sondern immer nur wer am besten schleimen kann. Keine Weihnachtsfeier oder sonstige teambulding AktivitÃ¤ten, was viel aussagt.|0.09187792|0.06429936|0.08479231|0.16075756|0.059055105|0.15339181|0.06890645|0.19979456|0.057352047|0.059772905
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|1|Jeder denkt an sich. Es wird nichts gegÃ¶nnt. Keine Abteilung hÃ¤lt zusammen. Alles nur Egoisten.|0.08236941|0.08688722|0.084622666|0.085752|0.08443641|0.08607424|0.1050473|0.21428275|0.08466368|0.08586431
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Alles vorhanden auÃŸer nicht das leistungsprinzip|0.08206028|0.12737533|0.10478626|0.08560982|0.106619686|0.13949417|0.09545847|0.08418733|0.088632785|0.08577592
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|4|"Viele Ã¤ltere Kollegen fÃ¼r die man mitarbeiten muss. ""Echt toll"""|0.23845503|0.066457495|0.0861346|0.10765813|0.06605457|0.07473856|0.06530172|0.16278063|0.0649065|0.06751277
adidas ag|Handel|April 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Wustermark gearbeitet.|Nicht empfohlen|Work-Life-Balance|2|Frei WÃ¼nsche werden selten angekommen. Nur einen Samstag frei im Monat, trotz vieler Aushilfen. RegelmÃ¤ÃŸig Late Night Shopping bis 23 Uhr. Sonntage mÃ¼ssen alle arbeiten. Und fast nie eine FrÃ¼hschicht sondern immer bis 19 oder 20 Uhr Dienst. Positiv nur. Weihnachtsgeld und Urlaubsgeld|0.05604325|0.09421805|0.11604097|0.06517855|0.061068695|0.047967415|0.05258597|0.34524715|0.04639881|0.11525115
adidas ag|Handel|March 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei adidas in MÃ¼nchen gearbeitet.|Empfohlen|Overall|5.0|Ich bin echt zufrieden. Hat vorher schon eine vorstellung wie es sein sollte und diese wurde sogar noch Ã¼bertroffen!|0.09472312|0.088730365|0.08964871|0.20929214|0.08521664|0.0867052|0.09127691|0.083283655|0.08479679|0.08632646
adidas ag|Handel|March 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei adidas in MÃ¼nchen gearbeitet.|Empfohlen|Corona1|NA|Das VestÃ¤ndins ist da und das ist echt klasse!|0.20051785|0.08253672|0.08842521|0.12826106|0.08226184|0.08541664|0.083009176|0.08365201|0.08219111|0.08372843
adidas ag|Handel|March 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei adidas in MÃ¼nchen gearbeitet.|Empfohlen|Corona2|NA|Nicht wirklich welche|0.105591334|0.09154327|0.089761734|0.110153705|0.091693014|0.08954972|0.09741583|0.091186985|0.090690985|0.14241347
adidas ag|Handel|March 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei adidas in MÃ¼nchen gearbeitet.|Empfohlen|Corona3|NA|Ich bin eigentlich echt rundum zufrieden. Deshalb auch die 5 Sterne Bewertung. Klasse|0.27656296|0.08599824|0.07041882|0.12789398|0.079423875|0.06920133|0.08572059|0.067110784|0.06744758|0.07022183
adidas ag|Handel|March 2020|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Great communication from Senior Management in times of Corona|0.06513212|0.06775915|0.07323651|0.07468028|0.07572989|0.07359338|0.069987364|0.25236145|0.18031234|0.06720753
adidas ag|Handel|March 2020|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona1|NA|Kommunikation - Home Office - Arbeitsmittel - Netzwerk und Tools StabilitÃ¤t|0.06591696|0.08132164|0.10590995|0.08653015|0.078446776|0.17813307|0.09529679|0.07798871|0.16017269|0.07028327
adidas ag|Handel|March 2020|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona2|NA|UnterstÃ¼tzung bei der Belieferung mit Schutzkleidung und Masken. adidas kÃ¶nnte da wesentlich mehr beitragen mit MusternÃ¤herei etc|0.07558182|0.10066658|0.12453743|0.11391752|0.07779726|0.19493662|0.06982408|0.085049145|0.08019223|0.07749733
adidas ag|Handel|March 2020|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona3|NA|passt perfekt|0.09135337|0.09994811|0.097197264|0.100712046|0.09413112|0.10093093|0.09873383|0.09242037|0.12754066|0.097032286
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|2.8|Bestimm nicht Top aber auch nicht Flop|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|4|Kommt sehr auf die Abteilung an.|0.09067853|0.087531045|0.100220226|0.10787194|0.08811407|0.11703104|0.12137395|0.109217145|0.086411715|0.09155039
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|In einigen Bereichen sehr gut in anderen kÃ¤mpft jeder nur fÃ¼r sich.|0.111614875|0.07569958|0.11323041|0.0893947|0.07401369|0.23031908|0.07701113|0.07778026|0.07459848|0.07633778
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|3|Naja, kÃ¶nnte besser sein|0.08679943|0.089758605|0.09047338|0.121795945|0.07802983|0.20522179|0.08154441|0.08748279|0.07837457|0.08051929
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|1|AufhebungsvertrÃ¤ge sind oft die Regel. Eine Einstellung Ã¼ber 50 Jahre gibt es nur sehr selten. JÃ¼ngere fallen die Erfolgsleiter sehr schnell hoch. Ã„ltere bleiben auf der position oder werten sogar runter gesetzt.|0.446912|0.052301675|0.09521191|0.07435166|0.05300022|0.059542224|0.05092533|0.053151987|0.06029881|0.054304194
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|2|"Nach auÃŸen gibt sich die Firma ""grÃ¼n""."|0.11162659|0.09129775|0.08443267|0.113205336|0.084315434|0.08787943|0.089711644|0.15269038|0.08408268|0.10075812
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona1|NA|Die Shops wurden alle sehr schnell geschlossen.|0.11193001|0.0877697|0.08574838|0.11310889|0.08752443|0.15642503|0.085779086|0.09823234|0.08689451|0.08658762
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona3|NA|Die Planungen von neuen BÃ¼ros sollten mehr BewegungsflÃ¤chen und AbstÃ¤nde zu den Kollegen enthalten. Weniger GroÃŸraumbÃ¼ros wÃ¼rden auch helfen.|0.13138017|0.06712714|0.074991465|0.2178618|0.06188921|0.14861378|0.066089444|0.10572949|0.06280157|0.06351595
adidas ag|Handel|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Work-Life-Balance|3|Ist oft mehr schein als sein.|0.107667305|0.09436048|0.105223|0.092970766|0.09505007|0.093728475|0.12004985|0.09445729|0.09590007|0.10059273
adidas ag|Handel|March 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|Zu zÃ¶gerlich|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|March 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona1|NA|Gute und regelmÃ¤ÃŸige Kommunikation|0.11515179|0.085419886|0.08700837|0.12713534|0.07805783|0.1769693|0.0826171|0.08420206|0.08463983|0.07879851
adidas ag|Handel|March 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Corona2|NA|Zu spÃ¤te Entscheidungen zur Arbeit im Home-office oder SchlieÃŸung unserer GeschÃ¤fte|0.19508252|0.07144128|0.13157335|0.079623505|0.06999398|0.14332898|0.076404996|0.07136583|0.09450297|0.066682614
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Overall|1.6|"Leider zÃ¤hlte hier kein ""KÃ¶nnen"" sondern meist Vitamin B."|0.0914506|0.09384189|0.13427246|0.11496829|0.09200151|0.09248037|0.09099349|0.10688139|0.0922973|0.0908127
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|Es gab kein Miteinander|0.105623044|0.10198717|0.09395314|0.11255706|0.092798114|0.09918918|0.100301564|0.103565395|0.09384007|0.09618529
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|3|Da kam es darauf an, mit wem man gearbeitet hat|0.11285494|0.087944984|0.10582864|0.14097887|0.08577784|0.107096426|0.084417075|0.09906784|0.0852381|0.090795286
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Chefs versuchten nicht einmal zu verbergen, wen Sie mochten und wen nicht.|0.08194709|0.08691743|0.0775321|0.083919786|0.17857184|0.07981931|0.09835853|0.10433775|0.122028425|0.08656775
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Ich hatte immer das GefÃ¼hl, als ob man da noch mehr gefordert wurde.|0.14378013|0.11625053|0.093890965|0.09725702|0.0859926|0.09728494|0.091626614|0.0906869|0.09276957|0.09046073
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|3|Umwelt, da kÃ¶nnte man bestimmt noch einiges machen. Sozial, nun ja, die Ã¤lteren Leute wurden nach meiner Meinung mehr gefordert als die jungen Leute|0.11248583|0.19645283|0.079834595|0.056604814|0.055780493|0.27001286|0.06395032|0.059832968|0.05340741|0.051637895
adidas ag|Handel|February 2020|2|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Uffenheim gearbeitet.|Nicht empfohlen|Work-Life-Balance|1|Da viele Wochen Schicht gearbeitet wurden, wurde das Familienleben schon kompliziert.|0.10053402|0.08269605|0.23299807|0.087787636|0.07728141|0.07958534|0.084410585|0.09417163|0.08285053|0.07768473
