Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment|topic0|topic1|topic2|topic3|topic4|topic5|topic6|topic7|topic8|topic9
adidas ag|Handel|May 2019|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Logistik / Materialwirtschaft bei adidas GROUP in Rieste / OsnabrÃ¼ck gearbeitet.|Nicht empfohlen|Work-Life-Balance|4|Auch hier habe ich nichts negatives zu berichten.|0.08534912|0.17786653|0.084740326|0.085894585|0.112866096|0.0867633|0.09905065|0.08401246|0.09061898|0.09283794
adidas ag|Handel|May 2019|4|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.1|Ganz schlecht als ich aus der Elternzeit zurÃ¼ck kam hatte ich kein Team mehr, einen neuen manager und einen neuen Job.|0.3039316|0.061496563|0.06057323|0.17156316|0.053089317|0.06376338|0.05251095|0.054735407|0.12501737|0.053318977
adidas ag|Handel|May 2019|4|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|2|MÃ¼tter werden vernachlÃ¤ssigt|0.16469969|0.09517674|0.0951613|0.08535012|0.08838099|0.085023396|0.08030233|0.11655144|0.09257493|0.09677909
adidas ag|Handel|May 2019|5|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.8|many opprtunities and a good insight into the company but I would have loved to have some more responsibility|0.056331813|0.06040065|0.057241656|0.05941253|0.06259675|0.0611086|0.06301528|0.07910045|0.43647265|0.064319625
adidas ag|Handel|May 2019|6|Ex-Praktikant/in|Hat bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.9|It was a great experience I wouldn't like to miss!|0.083063394|0.084469706|0.08329262|0.084885225|0.09247052|0.08527028|0.082732275|0.1556474|0.1587781|0.08939045
adidas ag|Handel|May 2019|7|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Adidas is a lifestyle you would always want to live again. it was a mind blowing experience|0.059989136|0.06292409|0.06211269|0.06243345|0.07093106|0.0637034|0.06653847|0.09495012|0.376788|0.07962959
adidas ag|Handel|May 2019|8|Ex-Praktikant/in|Hat im Bereich Design / Gestaltung bei adidas AG in NÃ¼rnberg gearbeitet.|Nicht empfohlen|Overall|3.2|Overall I believe my internship was a positive experience.|0.07124026|0.074196674|0.07398284|0.07752552|0.090917595|0.071899936|0.07684515|0.24567714|0.12330211|0.094412774
adidas ag|Handel|May 2019|9|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.8|Good experience but no job opportunities at the end.|0.06353294|0.06454457|0.06374656|0.06398936|0.06718091|0.06361418|0.06702217|0.06549886|0.41278493|0.06808555
adidas ag|Handel|May 2019|10|Ex-Praktikant/in|Hat im Bereich Forschung / Entwicklung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.5|yes i would apply again because i think the workplace is great but i would not go back to the BU or team i was in.|0.05702373|0.06630729|0.0628846|0.08381386|0.09139764|0.06320232|0.05933262|0.27366215|0.16278338|0.0795924
adidas ag|Handel|May 2019|1|Ex-Praktikant/in|Hat im Bereich PR / Kommunikation bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.9|I am overall more than satisfied with my internship at adidas and I would certainly recommend it to others!|0.074938014|0.079176754|0.07594516|0.07621517|0.084420316|0.07741136|0.080214016|0.26605284|0.099131376|0.08649501
adidas ag|Handel|May 2019|2|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.8|Had to learn new thing from the start to be able to cope and six months was not enough. good experience overall|0.048089366|0.04931487|0.04976949|0.048524648|0.049951553|0.048487592|0.049757212|0.05160414|0.5546504|0.049850736
adidas ag|Handel|May 2019|3|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.1|There are many opportunities around here and i guess for an other department i would apply again at adidas.|0.06555542|0.066711314|0.06648452|0.067577876|0.072266996|0.06781654|0.07047868|0.13422108|0.30210367|0.086783916
adidas ag|Handel|May 2019|4|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.8|Good experience but no job opportunities at the end.|0.06353354|0.0645457|0.06374719|0.06399013|0.06718474|0.06361477|0.0670257|0.06550076|0.412763|0.06809447
adidas ag|Handel|May 2019|5|Ex-Praktikant/in|Hat im Bereich Forschung / Entwicklung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.5|yes i would apply again because i think the workplace is great but i would not go back to the BU or team i was in.|0.057024036|0.06630516|0.06288539|0.08382398|0.091420084|0.06320248|0.059332572|0.27354047|0.1628535|0.07961232
adidas ag|Handel|May 2019|6|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|Great.|0.09132837|0.092234366|0.091373034|0.09207326|0.09462715|0.093570516|0.09010691|0.16281775|0.097288705|0.0945799
adidas ag|Handel|May 2019|7|Ex-Praktikant/in|Hat im Bereich Design / Gestaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.6|It is good|0.08939577|0.09257987|0.08935152|0.09044888|0.09053472|0.08981545|0.092242934|0.09326173|0.18057926|0.09178991
adidas ag|Handel|May 2019|8|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|great tasks/company culture/team, supervisor was a difficult leader, learned a lot, great network, would recommend|0.040019527|0.041714624|0.04323629|0.0480744|0.049853146|0.04244897|0.042624712|0.4790844|0.16673617|0.046207774
adidas ag|Handel|May 2019|9|Ex-Praktikant/in|Hat im Bereich GeschÃ¤ftsfÃ¼hrung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.7|Very good internship with really interesting insights and many nice colleagues.|0.06297134|0.06678536|0.06214766|0.063552886|0.12917861|0.06792057|0.07465262|0.1881357|0.21502253|0.069632754
adidas ag|Handel|May 2019|10|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.8|Adidas is great working place. Looks great from outside but within the organization bureaucracy is very strong.|0.060278345|0.062484425|0.060907852|0.062734835|0.06552868|0.06642621|0.06657515|0.379173|0.10718941|0.0687021
adidas ag|Handel|May 2019|1|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|I very much enjoyed the internship. I have been able to carry responsibility and the overall work environment is great.|0.0602977|0.06427637|0.061374795|0.060496647|0.06608124|0.062062815|0.0661462|0.25774568|0.23624381|0.06527472
adidas ag|Handel|May 2019|2|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.8|The collaboration in my team is very good. I learned a lot during the internship and had access to learnings.|0.060882475|0.06824808|0.06788796|0.09851658|0.06739988|0.06628216|0.0676882|0.13043599|0.30455744|0.0681012
adidas ag|Handel|May 2019|3|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.7|less responsibility|0.09292604|0.10150831|0.095262185|0.092574604|0.09555147|0.09320381|0.09807167|0.10203141|0.13113245|0.09773808
adidas ag|Handel|May 2019|4|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.7|Overall I had a great time and very much enjoyed my time at adidas.|0.06417879|0.06634472|0.06570096|0.065369226|0.08829977|0.068712205|0.07064444|0.35205656|0.08856417|0.070129134
adidas ag|Handel|May 2019|5|Ex-Praktikant/in|Hat im Bereich Forschung / Entwicklung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.4|Learned a lot!|0.081534065|0.08171533|0.08343449|0.08352451|0.083466925|0.08456526|0.08415192|0.09116486|0.2416452|0.08479747
adidas ag|Handel|May 2019|6|Ex-Praktikant/in|Hat im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Highly challenging internship where I learned more than in all of my 4 internships and working student positions before.|0.058552235|0.06969764|0.057221655|0.057929736|0.07138591|0.059546404|0.062222652|0.22124454|0.2774242|0.06477506
adidas ag|Handel|May 2019|7|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|The internship has succeeded my expectations mainly due to the extraordinarily structured approach of my line manager.|0.07729952|0.06668866|0.06442457|0.065377265|0.1678065|0.06551665|0.06695453|0.08644048|0.271694|0.06779781
adidas ag|Handel|May 2019|8|Ex-Praktikant/in|Hat bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.4|I was treated as a full-time employee. I got exposure to a project abroad which made this internship a fantastic experie|0.053059597|0.060108025|0.05643038|0.055816017|0.1813973|0.057230614|0.058500346|0.11333563|0.3042428|0.059879318
adidas ag|Handel|May 2019|9|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.2|All in all, a very good experience to get to know the company of ADIDAS|0.062953986|0.06493036|0.06383209|0.06450704|0.07892295|0.06462865|0.06611416|0.07515931|0.38917863|0.06977285
adidas ag|Handel|May 2019|10|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|My supervisor pushed me to do my own project and let me present them. I could always say my honest opinion.|0.06340067|0.06991799|0.06594524|0.06612807|0.09933279|0.06411552|0.07276507|0.071152546|0.3596009|0.06764123
adidas ag|Handel|May 2019|1|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|Exceeded my expectations. Adidas was a dream come true. I'm even more convinced to work for this company in the future.|0.058838822|0.06169841|0.060412783|0.060559295|0.23045963|0.061790496|0.06289697|0.08913865|0.24855213|0.06565284
adidas ag|Handel|May 2019|2|Ex-Praktikant/in|Hat bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.9|It was one of the best time of my life|0.08600043|0.088731356|0.08255121|0.10857272|0.13732697|0.08847173|0.101351395|0.1148997|0.10472103|0.087373435
adidas ag|Handel|May 2019|3|Ex-Praktikant/in|Hat bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|I learned a lot and everybody was always available if I had any question. I also received feedback.|0.08153383|0.08171507|0.083433844|0.08352382|0.08346625|0.084564246|0.08415105|0.09116048|0.24165508|0.08479634
adidas ag|Handel|May 2019|4|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.4|Internship has been good but future job opportunities for interns is very limited|0.06445755|0.06710255|0.06369685|0.06840168|0.069618404|0.067818835|0.06898016|0.16960119|0.29141167|0.06891111
adidas ag|Handel|May 2019|5|Ex-Praktikant/in|Hat im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.0|It was my first experience in an international company. I learned a lot and I definitely feel more confident to work pro|0.051702134|0.054165147|0.054613348|0.085223526|0.061243765|0.055275172|0.056539144|0.07174832|0.4542946|0.055194847
adidas ag|Handel|May 2019|6|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.8|It was good overall, but it could have been better.|0.08282433|0.086914435|0.08800839|0.08777461|0.08690666|0.08798174|0.085453816|0.08512468|0.22158237|0.08742901
adidas ag|Handel|May 2019|7|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|Great opportunity, learnt a lot and met a lot of different people from all over the world.|0.055466227|0.056620285|0.057097845|0.05746916|0.08232355|0.057849124|0.058087487|0.08518761|0.43052936|0.059369337
adidas ag|Handel|May 2019|8|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.9|It was super nice, amazing campus and people. The only bad point is the location|0.076936714|0.06781443|0.067506365|0.06591535|0.079851545|0.0677534|0.068596914|0.17274854|0.26321402|0.06966272
adidas ag|Handel|May 2019|9|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.4|Adidas is a company like no other. I made great experiences during my internship and learned a lot!|0.05222363|0.055103686|0.05398776|0.053674575|0.08149358|0.05528226|0.05528075|0.15481187|0.37706655|0.061075326
adidas ag|Handel|May 2019|10|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|The overall opinion about adidas is oke. However, the were some moments that I felt not been taken seriously.|0.071256414|0.07859073|0.09133148|0.067734|0.09219004|0.073247455|0.082866184|0.12373478|0.23934913|0.07969974
adidas ag|Handel|May 2019|1|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.9|Amazing company and work atmosphere,the internship itself got a bit repetitive after going once through the sales proces|0.063498795|0.067582585|0.06476679|0.06527896|0.07730993|0.06623951|0.067556955|0.23432443|0.22315086|0.0702912
adidas ag|Handel|May 2019|2|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Very good. I feel like the company could attract/retain the best people simply by increasing the wages 10-15%|0.063074134|0.065265134|0.0653566|0.06554989|0.07330063|0.066073254|0.06446731|0.06497335|0.40564537|0.066294305
adidas ag|Handel|May 2019|3|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.6|Adidas is a great company to work at. I learned a lot and had a lot of responsibility. The campus is great!|0.050282873|0.04885412|0.04851641|0.048828445|0.053708546|0.04967494|0.049354363|0.26335156|0.33483464|0.052594166
adidas ag|Handel|May 2019|4|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.8|I have had a great experience working in adidas during my internship.|0.06397323|0.06675412|0.06490253|0.06498764|0.07375534|0.06640094|0.067322|0.31490546|0.14422554|0.07277317
adidas ag|Handel|May 2019|5|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.8|I had a great Time at a great company. They offer you a lot of opportunities to proof yourself and learn a lot.|0.05047352|0.05121533|0.050833605|0.052090235|0.066369556|0.05440489|0.05229666|0.15032464|0.41758466|0.054406844
adidas ag|Handel|May 2019|6|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.0|great community of interns and the future talent team is doing a great job! My personal highlight was a 3 days hackathon|0.06418991|0.07048062|0.064745374|0.08300841|0.12635422|0.06226097|0.06502144|0.26752776|0.12749074|0.068920545
adidas ag|Handel|May 2019|7|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|The intern was a great experience where I had the chance to learn a lot.|0.05905992|0.060193125|0.06072134|0.06564709|0.06442813|0.064199395|0.060573824|0.2025346|0.29821447|0.06442813
adidas ag|Handel|May 2019|8|Ex-Praktikant/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|The experience is by far more valuable than any kind of University project. Both in terms of growth and learning.|0.051893856|0.0562039|0.10060117|0.054123025|0.055479806|0.05292622|0.05415236|0.053688444|0.46572384|0.055207364
adidas ag|Handel|May 2019|9|Ex-Praktikant/in|Hat im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|I can highly recommend it. Great workplace and great atmosphere.|0.07488801|0.07625647|0.07555062|0.075810224|0.07884669|0.076836385|0.07494133|0.3089839|0.07989679|0.07798956
adidas ag|Handel|May 2019|10|Ex-Praktikant/in|Hat im Bereich Forschung / Entwicklung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|5.0|Great Team which gave me great opportunities and tasks|0.060064595|0.06260793|0.064395614|0.07774794|0.06714456|0.06218643|0.062069118|0.29683748|0.18008119|0.066865146
adidas ag|Handel|May 2019|1|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.6|high quality internship with different tasks over the whole duration. Trust and autonomy was being shared by day 1|0.050990716|0.060506552|0.052365627|0.053725466|0.1792718|0.05132514|0.059745356|0.26271975|0.17089038|0.058459245
adidas ag|Handel|May 2019|2|Ex-Praktikant/in|Hat im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.7|Insgesamt ein sehr interessantes Praktikum, auch wenn zwischenzeitlich etwas wenig zu tun war.|0.107314564|0.087641284|0.10356777|0.16673972|0.09108935|0.0832324|0.108848594|0.08283181|0.082913674|0.08582082
adidas ag|Handel|May 2019|3|Ex-Praktikant/in|Hat im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|5.0|Es gibt im Unternehmen auch fÃ¼r Praktikanten gute Weiterbildungs- und FeedbackmaÃŸnahmen. Definitv weiterzuempfehlen.|0.22475737|0.10723565|0.09937852|0.109351166|0.07360249|0.08285581|0.08509007|0.07816651|0.07036331|0.06919914
adidas ag|Handel|May 2019|4|Ex-Praktikant/in|Hat im Bereich Beschaffung / Einkauf bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|My time at adidas was super beneficial moving forward to my career. I was able to learn and develop new skills & network|0.059133794|0.06179147|0.062360957|0.060246266|0.08933217|0.06397952|0.06427857|0.10117394|0.36902997|0.06867337
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|2.1|Das schÃ¶nste ist das FirmengelÃ¤nde.|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|2|Es ist oft nur noch ein Kampf mit den Kollegen. Viele haben Angst um ihren Arbeitsplatz.|0.18093628|0.07913685|0.07801176|0.18147375|0.07605879|0.0830596|0.07883383|0.08124137|0.07921307|0.08203469
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Kollegenzusammenhalt|3|Ist meist noch gut. Aber es hat sich schon verschlechtert.|0.10584591|0.09374276|0.105611265|0.12501162|0.092322506|0.10134631|0.09452175|0.0950537|0.09461134|0.09193284
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|2|Frauen haben meist weniger Gehalt als MÃ¤nner.|0.08750331|0.16044997|0.08758449|0.083047934|0.08147631|0.14966872|0.08314993|0.0938755|0.08170787|0.091535985
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|1|Bei einem Altersdurchschnitt von ca. 30 Jahren haben Ã¤ltere oft keine Chance mehr. AufhebungsvertrÃ¤ge werden diesen Mitarbeitern oft vorgelegt.|0.2277197|0.07619605|0.09339938|0.07677071|0.09317046|0.077957846|0.08279447|0.09291031|0.106452346|0.07262873
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|2|Nach auÃŸen hin gibt man sich Sozial. FÃ¼r die Umwelt wird einiges gemacht.|0.15620083|0.08881366|0.10877418|0.07658724|0.069948904|0.13242327|0.14096616|0.08865186|0.06831732|0.06931655
adidas ag|Handel|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Work-Life-Balance|2|Auf dem Papier wird es sehr gut gelebt. Die Praxis schaut meist anders aus.|0.12927881|0.1367297|0.08494255|0.22890154|0.068956725|0.070915215|0.06802366|0.07013659|0.06804849|0.07406673
adidas ag|Handel|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.2|Inventory Manager|0.14466843|0.08999579|0.091769636|0.093174465|0.08978304|0.09074603|0.08999276|0.08967694|0.12953475|0.09065818
adidas ag|Handel|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|2|immer mehr Abteilungen werden outsourct|0.097807266|0.10077871|0.105317526|0.12832806|0.09064284|0.10686362|0.092939265|0.09126966|0.094822615|0.0912305
adidas ag|Handel|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Kollegenzusammenhalt|3|eigentlich nur unter langjÃ¤hrigen mitarbeitern|0.09889997|0.09590751|0.13320644|0.09594823|0.09018734|0.102119856|0.108660124|0.09246513|0.09269818|0.089907244
adidas ag|Handel|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|2|wenig Aufstiegschancen,|0.1058059|0.09394325|0.10106682|0.09219272|0.09195422|0.09918851|0.09325153|0.13245949|0.09459339|0.09554413
adidas ag|Handel|May 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Rieste gearbeitet.|Nicht empfohlen|Overall|2.8|Viel Luft nach oben...|0.096073836|0.100311786|0.09485234|0.10582696|0.096050575|0.09735568|0.11957211|0.094191134|0.10001974|0.09574588
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.2|Angst macht sich unter den Mitarbeitern breit|0.20438726|0.087338775|0.1231346|0.082045235|0.07860417|0.084901296|0.10113613|0.080474444|0.080934905|0.07704319
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|Es herrscht leider kein Vertrauen mehr in die FÃ¼hrungsebene was zu einer schlechten Arbeitsstimmung fÃ¼hrt. Es herrscht Angst, die MA werden degradiert und unter Druck gesetzt die neuen schlechteren VertrÃ¤ge schnell zu unterschreiben. Der Betriebsrat rÃ¤t den Mitarbeitern deshalb einen Anwalt einzuschalten.|0.6145242|0.041456|0.04728387|0.04228601|0.037005823|0.04341304|0.039645933|0.054980714|0.037471857|0.041932553
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|2|Leider nur unter den Mitarbeitern mit lÃ¤ngerer BetriebszugehÃ¶rigkeit gegeben.|0.10547035|0.09793763|0.12250361|0.108071506|0.08409769|0.102030665|0.111142494|0.095106184|0.087193176|0.08644673
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Wird zwar ganz groÃŸ geschrieben aber Ã¼berhaupt nicht gelebt (Frau/Mann, Jung/Alt...)|0.08333817|0.075251356|0.108290665|0.18123433|0.09104159|0.09473106|0.07546569|0.15084957|0.06698481|0.07281276
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|"Ã„ltere Mitarbeiter haben keine Perspektive in der Firma und werden nach und nach ""aussortiert""."|0.27591136|0.0759106|0.07663089|0.083495244|0.07644714|0.07673652|0.075849935|0.09914339|0.07476358|0.08511129
adidas ag|Handel|May 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Work-Life-Balance|4|Durch Home-office, groÃŸes Sportangebot, Kita und Kindergarten gegeben.|0.076133266|0.07835508|0.27096644|0.089939006|0.07122506|0.07587348|0.08204456|0.08563183|0.09806181|0.07176949
adidas ag|Handel|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|2.6|adidas ist ein solider Arbeitgeber, allerdings dÃ¼rfen leider nicht alle Angebote der Firma in Abteilungen gelebt werden|0.090636164|0.09320284|0.06877478|0.18333638|0.06536308|0.07211188|0.098193586|0.12359261|0.08877053|0.11601817
adidas ag|Handel|May 2019|10|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.5|Vorteile nicht an allen Standorten|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
adidas ag|Handel|May 2019|10|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|Mehr Druck, mehr Traffic, mehr Budget mit weniger Personal|0.20806366|0.082343034|0.076918595|0.085336484|0.1447504|0.080726914|0.081572644|0.08045616|0.08178614|0.078045934
